ChamberTyp,CoverLevel,InvertDept,NodeRefere,NodeType,SewerUsage,InfCovLev,xcoord,ycoord,zcoord
MH,,,NZ2742P041,CH,F,"31880",427229.829,542742.5,32.5946983421031
Null,,,NZ2742P049,ZZZ,S,"31150",427263.492,542743.088,29.8006434999976
Null,,,NZ2742P046,ZZZ,S,"31940",427227.501,542747.28,32.8705801666686
MH,,,NZ27421706,CH,S,"49160",427116.954,542750.334,49.2375926666643
MH,,,NZ27422703,CH,C,"31150",427274,542774,29.296
MH,"30850","3290",NZ27422706,CH,C,"31190",427274.812,542776.652,29.2810480000021
Null,,,NZ2742P030,ZZZ,F,"33250",427226.57,542817.452,34.6933270000003
MH,,,NZ27422804,CH,C,"31310",427283,542831,30.1692916666667
Null,,,NZ27422806,J,C,"31110",427292.255,542844.463,29.9539345833327
Null,,,NZ2742P031,ZZZ,F,"34800",427207.352,542845.19,37.3801959999998
Null,,,NZ27423801,OF,S,"30780",427302.483,542845.381,29.3378424166676
MH,,,NZ2742P027,CH,F,"31920",427273.512,542847.17,31.2018105000019
MH,,,NZ27422807,CH,S,"31650",427283.883,542848.595,30.590488250001
MH,,,NZ2742P028,CH,F,"32740.000000000004",427254.759,542850.786,32.5824729999975
MH,,,NZ27422808,CH,S,"32470",427263.968,542851.756,31.9241053333351
MH,,,NZ2742P029,CH,F,"33290",427231.463,542853.817,34.921208500002
MH,,,NZ27422809,CH,S,"32880",427246.323,542854.677,33.3981160000027
MH,,,NZ2742P026,CH,S,"31570",427286.231,542856.842,30.6667031666634
MH,,"2670",NZ27422802,CH,S,"33700",427226.901,542857.892,35.5063224999985
MH,"30740","3400",NZ27422805,CH,C,"31140",427296.488,542860.918,30.1343228333311
Null,,,NZ2742P025,ZZZ,S,"32780",427260.818,542863.022,32.4266261666648
MH,,"1870",NZ27422801,CH,S,"35010",427212.11,542866.607,37.3089520000007
MH,,,NZ27422803,CH,C,"31070",427298.5,542874,30.3625416666667
MH,"30750","3450",NZ27423903,CH,C,"30980",427311.897,542910.122,30.5013004999995
MH,,"4600",NZ27421903,CH,C,"57760",427124,542927,53.9413636363636
MH,,,NZ27421902,CH,C,"49620",427153.587,542947.608,52.2852430000011
MH,,,NZ27422901,CH,C,"39680",427222.659,542982.9,41.5451242547202
MH,,,NZ27422902,CH,C,"36320",427256,542992.5,38.5547783018868
MH,,,NZ27432001,CH,C,"34170",427293,543003.5,35.2592311320755
MH,,,NZ27433001,CH,C,"33770",427303,543007,34.4034905660377
MH,,,NZ26449104,CH,S,"89840",426934.581,544127.87,88.9439308750007
MH,,,NZ26439909,CH,F,"93450",426934.713,543995.801,95.5616902812501
HC,,,NZ26449004,CH,S,"90090",426935.42,544099.636,92.0794064999924
MH,,,NZ26449003,CH,S,"90160",426935.572,544089.321,93.3222182499997
MH,,,NZ26439903,CH,S,"93330",426936.579,543997.494,95.5606603125004
MH,,,NZ26449110,CH,F,"89710",426936.811,544122.822,89.5198652499953
MH,,,NZ26449010,CH,F,"90160",426938.055,544087.678,93.6429623125049
MH,,,NZ26449113,CH,F,"89400",426959.704,544137.295,89.3311161562475
MH,,,NZ26449005,CH,S,"92570",426992.47,544000.959,95.80589396875
HC,,,NZ26449107,CH,S,"92960",426993.897,544132.335,91.4951040937533
MH,,,NZ26449011,CH,F,"92570",426994.341,544002.67,95.8047825624998
MH,,,NZ26449112,CH,F,"93070",426996.623,544125.414,92.268182000002
MH,,,NZ26449007,CH,S,"93130",426996.651,544085.521,94.2016003750015
MH,,,NZ26449006,CH,S,"93530",426997.508,544035.057,95.6305642812497
MH,,,NZ26449013,CH,F,"93130",426998.762,544087.391,94.1566963750016
MH,,,NZ26449012,CH,F,"93530",426999.835,544036.779,95.6315545937502
MH,,,NZ27440101,CH,F,"93150",427006.474,544143.347,92.0010630312519
MH,,,NZ27440005,CH,F,"93430",427027.22,544087.396,94.2917250000016
MH,,,NZ27440001,CH,S,"93540",427037.268,544085.548,94.3937380000013
MH,,,NZ27440002,CH,S,"93740",427074.96,544085.998,94.6576622500001
MH,,,NZ27440003,CH,S,"93740",427075.064,544061.238,95.2873752499997
MH,,,NZ27440004,CH,F,"93740",427076.57,544087.404,94.6698867500003
MH,,,NZ26439901,CH,S,"93680",426908.522,543938.656,95.7712241250002
MH,,,NZ26439908,CH,F,"93330",426934.991,543941.251,95.8817873437496
MH,,,NZ26439902,CH,S,"93560",426936.498,543938.744,95.9035958750004
MH,,,NZ26439907,CH,S,"92250",426991.983,543980.687,95.9220452187498
MH,,,NZ26439912,CH,F,"92200",426994.133,543978.517,95.9449386562499
MH,,,NZ26439905,CH,S,"91920",426997.482,543957.194,96.0854526875
MH,,,NZ26439906,CH,S,"92330",426997.875,543937.159,96.2043989687501
MH,,,NZ26439911,CH,F,"91920",426998.902,543959.028,96.0814802499997
MH,,,NZ27430910,CH,F,"92400",427022.744,543958.508,96.1977684999999
MH,,,NZ27430905,CH,S,"92400",427024.511,543957.429,96.21246715625
MH,,,NZ27430909,CH,F,"92580",427037.467,543960.579,96.2556003437499
MH,,,NZ27430904,CH,S,"92600",427039.058,543959.227,96.2710583437504
MH,,,NZ27430903,CH,S,"92940",427060.199,543957.251,96.3830253437498
MH,,,NZ27430908,CH,F,"92940",427064.421,543958.608,96.3951498749998
MH,,,NZ27430902,CH,S,"94600",427080.98,543957.748,96.4788307499998
MH,,,NZ27430907,CH,F,"94600",427082.252,543959.23,96.4762123125
MH,,,NZ27430901,CH,S,"94960",427095.671,543960.789,96.5308421562499
MH,,,NZ27430906,CH,F,"94960",427096.766,543963.273,96.5215275312498
MH,,"1750",NZ26428501,CH,C,"48540",426898,542577.5,49.4093125
MH,,,NZ26429605,CH,C,"50400",426902.347,542654.129,51.6183703749971
MH,,"2690",NZ26429606,CH,C,"51140",426909.061,542663.081,52.2858538750003
MH,,"2650",NZ26429507,CH,C,"47650",426915.082,542578.084,48.2774907500006
MH,,,NZ26429603,CH,C,"49520",426916,542648.5,51.32825
MH,,,NZ26429506,CH,C,"47770",426917.263,542574.903,48.0844953750021
MH,,,NZ26429508,CH,W,"47500",426924.25,542579.5,47.5781830357143
MH,,"3700",NZ26429604,CH,C,"47870",426944.5,542612,48.25925
MH,,,NZ26429602,CH,C,"48100",426951.5,542625,49.1065
MH,,"3450",NZ26429601,CH,C,"48010",426953,542621,48.707875
MH,,,NZ2642WC10,CH,W,"45150",426960,542573.5,45.456375
MH,,,NZ26429501,CH,C,"44870",426986,542595,45.351
MH,,,NZ27420601,CH,F,"51870",427000.149,542661.967,50.4306787499963
MH,,,NZ27420602,CH,F,"50610",427003,542646,49.0316875
MH,,"1820",NZ27420506,CH,C,"44440",427004.13,542587.282,44.5487144166667
MH,,"1650",NZ27420505,CH,C,"44310",427005,542577,44.2843125
MH,,,NZ27420603,CH,F,"50180",427031.5,542624.5,50.324875
MH,,,NZ27420604,CH,F,"54200",427032.5,542647,52.3585
MH,,,NZ27420701,CH,F,"51240",427088.263,542713.844,48.4833894805306
HC,,,NZ27420702,CH,S,"50640",427091.744,542714.179,48.0583110000002
MH,,,NZ27420507,CH,F,"51650",427092.716,542582.33,51.7632724999942
MH,,,NZ27420802,CH,F,"55410",427098.219,542847.639,55.3054883558274
MH,,,NZ27421807,CH,S,"55040",427100.534,542847.701,55.1234252392651
MH,,,NZ27421710,CH,F,"51350",427100.707,542794.127,51.5644261717781
MH,,,NZ27421708,CH,F,"50200",427101.035,542773.556,50.3872707272789
MH,,,NZ27421509,CH,F,"51950",427102,542594,50.319625
MH,,,NZ27421709,CH,S,"51350",427102.361,542792.795,51.343275349698
MH,,,NZ27421707,CH,S,"50200",427102.856,542771.729,50.1352530000021
MH,,,NZ27421702,CH,F,"49430",427113.778,542707.596,48.1936160000005
HC,,,NZ27421703,CH,S,"49230",427116.13,542708.536,48.2622679999989
MH,,,NZ27421704,CH,F,"49460",427116.299,542728.362,48.9192299999988
MH,,,NZ26449106,CH,S,"87280",426915.696,544144.865,86.4367900937507
Null,,,NZ26449105,OF,S,"86120",426912.004,544148.614,85.907395687506
MH,,,NZ26449111,CH,F,"90540",426997.974,544161.489,89.9370835937524
MH,,,NZ26449108,CH,S,"83730",426965.928,544171.189,86.5226199687495
Null,,,NZ26449109,OF,S,"83810",426962.433,544174.756,86.0198129374962
Null,,,NZ26449114,LH,C,"88110",426918.788,544177.913,85.850252416658
MH,,,NZ26449101,CH,C,"88840",426929.313,544188.596,86.2754590833336
MH,,,NZ26449103,CH,F,"89940",426925.5,544194,87.5009583333333
MH,,,NZ26448231,CH,F,"98620",426817.479,544201.49,97.7412351250002
Null,,,NZ26448221,J,F,"98220",426829.97,544204.757,97.4588781874994
MH,,,NZ26448209,CH,F,"95100",426895.697,544205.993,92.8032195416712
MH,,,NZ26448223,CH,F,"98560",426823.081,544207.976,97.6029922499998
MH,,,NZ26448202,CH,F,"97220",426850,544225,96.97140625
MH,,,NZ26448203,CH,S,"98850",426837.5,544240.5,97.2105625
MH,,,NZ26448207,CH,F,"100010",426814.519,544258.71,97.6740338750007
MH,,,NZ26448204,CH,S,"99510",426837.002,544266.79,97.1607228750004
MH,,,NZ26449205,CH,S,"95470",426907,544271,94.9979296875
MH,,,NZ26448205,CH,S,"96920",426861.979,544275.21,96.5917576250003
MH,,,NZ26448208,CH,S,"96300",426877.015,544296.358,96.2120608749997
MH,,"1490",NZ26448301,CH,F,"97000",426863.5,544305.5,96.48825
MH,,"2640",NZ26448303,CH,F,"98010",426833.5,544312.5,97.1320625
MH,,,NZ26448310,CH,F,"96600",426874,544323,96.21678125
MH,,,NZ26448306,CH,S,"97730",426839,544325,97.005739762931
MH,,"3030",NZ26448304,CH,F,"98410",426825,544325.5,97.3317052801724
MH,,"1450",NZ26447305,CH,F,"100760",426739.536,544321.399,99.3198892413788
MH,,,NZ26447214,CH,F,"100940",426741.5,544229.5,99.348
MH,,,NZ26447212,CH,S,"99930",426742.5,544205,99.38265625
MH,,,NZ26447209,CH,S,"100820",426745,544241,99.24440625
MH,,,NZ26447215,CH,S,"99110",426759.624,544201.007,99.0151620624998
MH,,,NZ26447101,CH,F,"97780",426763.727,544185.992,97.554922999996
MH,,,NZ26447208,CH,S,"99950",426767.564,544266.269,98.6895636874998
MH,,,NZ26447210,CH,S,"99440",426773.277,544216.435,98.6791188124998
MH,,,NZ26447202,CH,F,"100300",426773.5,544294,98.5228890086207
MH,,,NZ26447312,CH,S,"100910",426776.5,544330,98.461599137931
MH,,,NZ26447310,CH,S,"100480",426778.5,544306.5,98.4094784482758
Null,,,NZ26447311,J,S,"100370",426788.877,544317.723,98.1706166346988
MH,,,NZ26447105,CH,S,"98180",426795.5,544195,97.934625
MH,,,NZ26448102,CH,F,"97170",426803,544177.5,95.674
MH,,,NZ26448305,CH,F,"99480",426805.5,544325,97.7854450431035
MH,,"1580",NZ26448201,CH,F,"99670",426806,544287,97.79603125
MH,,,NZ26448206,CH,S,"98980",426810,544297.5,97.68375
MH,,,NZ26428510,CH,C,"51860",426800.312,542581.828,54.0634374000006
MH,,,NZ2642WC08,CH,W,"50120",426825,542594,53.2796180555556
Null,,,NZ26427501,J,F,"55020",426754.86,542595.723,54.9964457500002
MH,,,NZ2642WC05,CH,W,"50180",426820.5,542596.5,53.5461111111111
MH,,"2710",NZ26427502,CH,F,"55020",426753.629,542597.345,54.7455497500043
MH,,,NZ2642WC07,CH,W,"50340",426811,542598,53.776425
Null,,,NZ26428620,CE,O,"50090",426827.559,542602.614,53.1880075694436
MH,,,NZ2642WC09,CH,W,"50330",426812.5,542604,53.72085
MH,,,NZ26428613,CH,C,"50090",426826.996,542604.371,53.2299740277789
MH,,,NZ26428604,CH,C,"50080",426828.911,542609.831,53.1555285416655
MH,,,NZ26427602,CH,C,"51670",426797.352,542612.757,53.9977524999998
MH,,"1560",NZ26428609,CH,C,"50300",426814,542613,53.652975
MH,,,NZ26428603,CH,C,"50180",426815.5,542620,53.5933
MH,"47960","1350",NZ26428612,CH,C,"49800",426828.79,542620.041,53.2232691666644
MH,,"1550",NZ26428611,CH,C,"50180",426819,542621.5,53.514875
MH,,,NZ26427601,CH,C,"51680",426794.186,542622.409,54.0235572000003
MH,,"1700",NZ26428614,CH,C,"49800",426827.749,542624.168,53.3061113194435
MH,,"1030",NZ26427611,CH,S,"51220",426796.291,542625.343,53.9680595499995
MH,,,NZ26427612,CH,F,"53750",426749.018,542627.577,53.8351724999985
MH,,,NZ2642WC03,CH,W,"51590",426790.951,542630.06,53.9559063124984
MH,,,NZ26428627,CH,C,"49600",426828.902,542637.691,53.2440156
MH,,,NZ2642P005,CH,C,"49950",426822.42,542638.611,53.3740969000002
Null,,,NZ26427610,J,C,"53170",426754.236,542645.708,53.3362575000004
MH,,,NZ2642P004,CH,C,"50290",426828.955,542647.293,53.2035529499999
Null,,,NZ26427609,J,C,"53240",426729,542653,53.1549772727273
Null,,,NZ2642A008,ATC,C,"57460",426818.714,542738.423,59.1600000784331
MH,,,NZ2642P002,CH,C,"60600",426808.823,542739.345,60.8473721176502
Null,,,NZ26428704,J,C,"58270",426820.945,542749.988,59.2410837254895
Null,,,NZ2642A010,ATC,C,"58570",426805.016,542758.321,58.7434384999999
MH,,"2580",NZ26428701,CH,C,"58750",426809.25,542763.5,59.162609375
Null,,,NZ26428706,CE,C,"58990",426809.149,542766.923,59.3343705624966
Null,,,NZ26427702,J,F,"66010",426758,542784,67.4905625
MH,,,NZ26428801,CH,C,"65239.99999999999",426805.5,542890.5,66.9795
MH,,,NZ27421904,CH,C,"58620",427116.655,542927.665,55.4953499999923
MH,,,NZ26427901,CH,C,"71700",426797.5,542935.25,73.2644375
MH,,,NZ26427903,CH,F,"81220",426728,542963,76.6366666666667
MH,,,NZ26427902,CH,C,"72720",426787.5,542966.5,75.70525
MH,,,NZ27420901,CH,C,"66570",427027,542980,67.2810625
MH,,,NZ26437002,CH,C,"72270",426760.5,543026,72.9657916666667
MH,,,NZ26439001,CH,C,"74750",426935,543039,78.224875
MH,,"1350",NZ26439002,CH,C,"74350",426949,543040,75.516125
MH,,,NZ26437001,CH,C,"75710",426737,543090.5,77.7903958333333
MH,,,NZ26438103,CH,C,"80490",426875,543111.5,80.2889114285715
MH,,,NZ26438102,CH,C,"80710",426870,543125,80.4614092664093
MH,,,NZ26438104,CH,C,"81000",426852.5,543140.5,80.9477837837838
MH,,,NZ26437101,CH,C,"80790",426734.347,543156.51,81.1226333518522
MH,,,NZ26437102,CH,F,"82450",426743,543159.5,81.2926388888889
MH,,,NZ26438101,CH,C,"81900",426804,543199,82.5954672131148
MH,,,NZ26437204,CH,C,"81270",426733,543206,82.8843888888889
MH,,,NZ26437210,CH,C,"81800",426740.684,543208.768,83.039395481483
MH,,,NZ26437211,CH,C,"81980",426746.101,543209.524,83.105881203703
MH,,,NZ26437212,CH,C,"81930",426765.206,543214.945,83.0655764262289
Null,,,NZ26437209,J,C,"81610",426769.065,543227.226,83.1715783114757
Null,,,NZ26437213,CE,C,"82310",426751.227,543234.469,83.386763393443
MH,,,NZ26437203,CH,C,"82330",426733.5,543256,83.7585081967213
MH,,,NZ26437208,CH,F,"82730",426742,543270,83.8482213114754
MH,,,NZ2643HD01,CH,S,"82040",426790,543275.5,83.5444836065574
MH,,,NZ2643HD10,CH,S,"82970",426773,543277,83.6900409836066
MH,,,NZ26437207,CH,F,"83080",426724,543299.75,84.3125819672131
MH,,,NZ26437303,CH,F,"83050",426725,543306.5,84.3793524590164
MH,,,NZ26437304,CH,F,"83120",426742,543322.5,84.4265819672131
Null,,,NZ2743P010,SPS,C,"76800",427011.758,543355.486,76.8568905000018
Null,,,NZ2643P076,ZZZ,C,"76580",426989.613,543364.586,75.9755136250025
Null,,,NZ2643P077,SPS,S,"78600",426915.895,543444.975,78.8226656249989
Null,,,NZ2644P100,RE,S,"91220",426694.056,544094.598,91.8760740000004
Null,,,NZ26446128,J,F,"93800",426694.426,544131.021,92.2300597499937
Null,,,NZ26446127,J,F,"92600",426697.909,544124.816,91.3523594999991
MH,,,NZ26446006,CH,F,"92460",426697.909,544081.018,92.667365833331
MH,,,NZ2644P107,CH,S,"92460",426698.414,544080.108,92.7165649999997
MH,,,NZ2644P110,CH,F,"92460",426699.217,544084.388,92.4359051666644
Null,,,NZ26446010,J,F,"92460",426699.941,544083.978,92.4503764999999
MH,,,NZ2644P109,CH,F,"91150",426702.973,544091.451,91.9350725
MH,,,NZ26447108,CH,C,"90990",426703.538,544114.788,90.4638630000036
Null,,,NZ26447002,J,F,"91150",426704.523,544090.652,91.9611181666668
MH,,,NZ26447001,CH,F,"90740",426706.328,544093.281,91.7683900000029
Null,,,NZ2644WC10,ZZZ,W,"90340",426713.008,544090.939,91.8116153333329
Null,,,NZ2644WC09,OF,W,"89090",426727.258,544104.684,90.7293869999999
MH,,,NZ26448101,CH,C,"88930",426811,544114.5,87.26575
MH,,,NZ26448002,CH,F,"92900",426859.682,544067.668,92.1254081250079
MH,,,NZ26448001,CH,S,"92840",426865.327,544071.264,91.9766843125035
MH,,,NZ26449009,CH,F,"90120",426901.152,544077.931,92.9673220000022
MH,,,NZ26449002,CH,S,"90090",426902.386,544080.844,92.680113124995
MH,,,NZ26439910,CH,F,"95440",426904.469,543997.484,95.4081962499996
MH,,,NZ26449008,CH,F,"90230",426905.091,544059.893,94.5195128749989
MH,,,NZ26439904,CH,S,"94740",426906.475,543999.509,95.4058911562501
MH,,,NZ26449001,CH,S,"90210",426906.533,544062.938,94.436915500001
Null,,,NZ26446124,J,F,"95900",426681.113,544154.877,95.603295249997
MH,,,NZ2644P022,CH,F,"95900",426681.774,544150.708,95.0396149999983
Null,,,NZ2644P011,PC,S,"95350",426681.93,544147.825,94.6544787499939
Null,,,NZ2644P009,PC,S,"94110",426682.183,544132.891,92.6680687499924
MH,,,NZ26446102,CH,F,"100050",426683,544196,100.529375
Null,,,NZ26446125,J,F,"95900",426683.358,544151.216,95.0825000000019
MH,,"800",NZ26446301,CH,F,"100680",426684,544312.5,100.61036799569
MH,,,NZ26446204,CH,S,"101050",426685.5,544245.5,100.559572198276
MH,,,NZ26446122,CH,F,"95370",426685.912,544147.052,94.4901420000032
Null,,,NZ2644A001,ATC,S,"93980",426686.884,544133.377,92.6597197499968
Null,,,NZ2644A009,ATC,F,"93980",426687.508,544133.558,92.6740754999952
Null,,,NZ2644P008,PC,S,"94470",426688.436,544135.319,92.8934642500026
MH,,,NZ2644P023,CH,F,"94470",426688.872,544138.16,93.2638490000047
Null,,,NZ26446126,J,F,"94280",426690.259,544138.744,93.3198764999928
MH,,,NZ26446119,CH,F,"93800",426692.576,544134.317,92.6962787500052
MH,,,NZ26446203,CH,S,"100830",426696,544257.5,100.318031788793
MH,,"800",NZ26446306,CH,F,"100490",426696.5,544315.5,100.320144396552
MH,,,NZ26446205,CH,S,"100780",426697.029,544209.765,100.3719991875
MH,,,NZ26447106,CH,F,"97900",426702.011,544173.526,97.4198714999946
MH,,,NZ26447109,CH,S,"100320",426703.204,544194.819,99.9434622500015
MH,,,NZ26447213,CH,S,"101140",426707.764,544220.44,100.111143249999
MH,,,NZ26447204,CH,F,"100490",426710.712,544271.913,99.9790300344827
MH,,,NZ26447206,CH,F,"100540",426713,544261.5,99.9233087284483
MH,,"1460",NZ26447301,CH,F,"100170",426717.5,544322,99.8329148706896
MH,,,NZ26447207,CH,F,"100880",426720,544240.5,99.7955625
MH,,,NZ26447103,CH,S,"98750",426724.5,544181,97.820125
MH,,,NZ26447203,CH,F,"101010",426725,544218,99.73759375
MH,,,NZ26447205,CH,F,"100220",426728.5,544273,99.565275862069
MH,,,NZ26447102,CH,F,"97340",426730.383,544170.062,96.3808735000047
MH,,"2800",NZ26447201,CH,F,"101000",426733,544221.5,99.5535
MH,,,NZ26447309,CH,S,"100580",426736.5,544300,99.3854784482758
MH,,,NZ2644P010,CH,S,"92700",426680.018,544116.595,90.7151843333354
MH,,,NZ2644P112,CH,F,"99170",426680.519,544021.323,96.677797500002
MH,,,NZ26446001,CH,S,"95790",426680.746,544052.341,94.7304843333326
Null,,,NZ2644P179,RE,S,"97570",426681.734,544038.878,95.5588516666651
Null,,,NZ26446112,J,S,"94110",426681.758,544131.167,92.4457952500025
Null,,,NZ2644A002,ATC,S,"94110",426681.849,544131.536,92.4933694999954
MH,,"2550",NZ26446004,CH,S,"91640",426682.04,544088.132,92.4675246666671
Null,,,NZ2644P025,PC,F,"94110",426682.739,544132.843,92.6530787499991
MH,,"2100",NZ26446003,CH,S,"94010",426683.046,544066.858,93.7851023333333
Null,,,NZ2644A043,ATC,S,"91720",426685.008,544086.678,92.5126380000032
MH,,,NZ2644P114,CH,F,"98310",426685.087,544025.369,96.3534441666699
MH,,"2600",NZ2644WC19,CH,W,"90640",426685.108,544099.597,91.7014973333363
Null,,,NZ2644P108,J,S,"91720",426688.001,544085.211,92.5581784999995
MH,,,NZ2644P026,CH,F,"93310",426690.521,544129.883,92.139517750004
MH,,,NZ2644P024,CH,F,"92820",426692.059,544124.504,91.4016164999942
MH,,,NZ2644P111,CH,F,"92400",426693.394,544081.689,92.6952989999996
Null,,,NZ26446009,J,F,"92400",426693.641,544080.577,92.7611558333302
MH,,"1970",NZ26436406,CH,S,"85790",426602.017,543452.562,86.7428751250004
MH,,,NZ2643P074,CH,C,"84070",426604.505,543352.2,85.7973784426224
MH,,,NZ26436203,CH,S,"83590",426604.506,543285.471,84.7940055740747
MH,,"1670",NZ26436408,CH,F,"85730",426605.089,543457.01,86.7597825250002
MH,,,NZ26436308,CH,C,"83900",426605.644,543334.349,85.5920796065581
Null,,,NZ2643A001,ATC,C,"83930",426608.523,543335.255,85.5802083770493
MH,,"3100",NZ26436202,CH,C,"83760",426612.434,543290.329,85.0256022037047
MH,,,NZ26436409,CH,S,"85550",426612.632,543458.348,86.7163021500001
MH,,,NZ26436410,CH,F,"85620",426617.49,543467,86.7573890000001
Null,,,NZ2643P075,ZZZ,C,"83860",426618.637,543338.437,85.5384956229513
MH,,,NZ2643P013,CH,S,"84370",426624,543411.5,86.21740625
MH,,,NZ26436307,CH,S,"84290",426626.076,543371.857,85.8502002622946
MH,,,NZ26436407,CH,F,"85070",426628.54,543455.544,86.5747092249997
MH,,"1380",NZ26436405,CH,F,"84480",426638.012,543436.471,86.3360547562503
MH,,"1690",NZ26436404,CH,F,"84260",426647.301,543436.292,86.2663092125003
MH,,,NZ26436306,CH,S,"83900",426647.497,543368.322,85.6486684098367
MH,,"2900",NZ26436303,CH,C,"83390",426648.052,543326.023,85.1784734426233
MH,,"1750",NZ26436403,CH,F,"84520",426649.37,543450.058,86.3732151374997
MH,,,NZ2643HD09,CH,S,"84480",426654.5,543470,86.512434375
MH,,,NZ26436301,CH,F,"84280",426654.84,543381.872,85.7283544249996
MH,,,NZ2643P009,CH,S,"84230",426665,543413,85.929871875
MH,,,NZ26436305,CH,S,"83190",426665.648,543359.746,85.4164227540989
MH,,,NZ26436304,CH,S,"84050",426673.25,543377.25,85.5515532786885
MH,,,NZ2643HD06,CH,S,"84170",426694,543419.5,85.77473125
MH,,,NZ26436201,CH,C,"83810",426695.832,543297.667,84.5034345573773
MH,,,NZ26437302,CH,F,"83250",426702,543346.5,84.9945819672131
MH,,,NZ26437301,CH,C,"83500",426710,543303.5,84.4601557377049
MH,,,NZ26437205,CH,C,"83430",426712.5,543298,84.3805901639344
MH,,,NZ2643HD08,CH,S,"83810",426713.5,543385.5,85.3301125
MH,,,NZ26437206,CH,F,"83190",426717.594,543293.499,84.2923410819668
MH,,,NZ26437202,CH,C,"82800",426723,543277.5,84.0750573770492
MH,,,NZ27453303,CH,F,"92920",427330,545343,93.444140625
MH,,,NZ27453304,CH,F,"92560",427331.694,545353.029,93.3822980624996
MH,,,NZ27454301,CH,F,"92660",427407,545367,91.442859375
MH,,,NZ27453305,CH,F,"92460",427384.499,545368.529,92.0116585312498
MH,,,NZ27453306,CH,S,"91440",427359.678,545380.729,92.6193920624995
MH,,,NZ27454402,CH,F,"91240",427413.5,545406.5,91.20365625
MH,,,NZ27453402,CH,F,"90930",427396.131,545407.446,91.6431636562502
Null,,,NZ27453421,J,F,"90680",427335.058,545408.506,93.1928120624994
MH,,,NZ27453401,CH,F,"90590",427341.924,545409.053,93.0173471250001
MH,,,NZ27453425,CH,F,"90590",427335.568,545420.563,93.1572479999993
MH,,,NZ27453404,CH,S,"89530",427380.547,545423.186,92.0095821562495
Null,,,NZ2745A154,ATC,F,"90570",427336.091,545425.099,93.1354555312495
