ChamberTyp,CoverLevel,InvertDept,NodeRefere,NodeType,SewerUsage,InfCovLev,xcoord,ycoord,zcoord
MH,,,NZ39529612,CH,S,"90730",439978.876,552649.728,89.462382055556
MH,,,NZ39529608,CH,F,"90430",439981.233,552648.91,89.3733976944424
MH,,,NZ39529613,CH,S,"89400",439995.168,552653.711,88.371471652777
MH,,,NZ39529609,CH,F,"89400",439997.893,552652.822,88.2657938055544
MH,,,NZ40520616,CH,S,"90770",440000.219,552602.467,90.6034396339321
MH,,,NZ40520503,CH,S,"90750",440001.549,552539.759,91.134140791665
MH,,,NZ40520601,CH,F,"90770",440002.899,552601.572,90.496821464285
MH,,,NZ40520502,CH,F,"90520",440014.73,552577.015,91.0069576339289
MH,,,NZ40520615,CH,S,"87060",440015.831,552689.712,85.4597531666635
MH,,,NZ40520614,CH,S,"87470",440021.209,552666.548,86.3082832222261
MH,,,NZ40520613,CH,F,"87630",440021.3,552664.06,86.4261333333312
MH,,,NZ40520501,CH,S,"89920",440023.757,552555,91.5522218571438
MH,,,NZ40520608,CH,S,"89030",440030.15,552619.955,88.1045267410721
MH,,,NZ40520602,CH,F,"89030",440032.217,552619.078,88.0311827678579
MH,,,NZ40520609,CH,S,"87750",440043.956,552637.929,86.4727887916662
MH,,,NZ40520603,CH,F,"87750",440043.964,552635.392,86.5976140555571
MH,"65438","2820",NZ39538206,CH,C,"64920",439839,553296,66.080875
MH,,,NZ39537205,CH,F,"64430.00000000001",439763.5,553297,67.136375
MH,,,NZ40531205,CH,S,"56250",440156.435,553299.163,57.009528114868
MH,,,NZ40531302,CH,F,"56010",440159.293,553300.599,56.8061518310785
MH,,"1820",NZ39538304,CH,S,"65330",439892.54,553303.096,64.5594929999961
MH,,,NZ39538305,CH,F,"65280",439895.049,553304.766,64.2599695000063
MH,"64492","2900",NZ39538302,CH,C,"63270",439851.5,553305,65.393625
MH,,,NZ39538306,CH,S,"65500",439884.164,553306.445,64.5487627500062
MH,,,NZ40531305,CH,C,"55330",440179.05,553308.121,55.5245110945929
MH,,"1880",NZ39538307,CH,C,"65500",439882.772,553308.677,64.3572367499973
MH,,,NZ40530309,CH,S,"56960",440091.448,553308.965,59.4401520810839
MH,"55197","5350",NZ40531301,CH,C,"55090",440185.335,553309.503,55.1690387905382
MH,,,NZ40531303,CH,F,"55510",440162.193,553310.227,56.1775501824335
MH,,,NZ40531304,CH,S,"55510",440161.356,553312.874,56.0785936756768
MH,"64492","2960",NZ39538303,CH,C,"63420",439874.219,553319.548,63.5024280000062
MH,,,NZ40530310,CH,S,"59410",440020.338,553326.536,59.2491909065778
MH,,"1920",NZ40530311,CH,C,"59810",440018.945,553329.607,58.9575137923913
MH,,"2120",NZ39539304,CH,S,"63450",439958.395,553332.393,59.7047333499971
MH,,,NZ39539305,CH,F,"62940",439956.716,553335.465,59.3676931000035
MH,"57329","6440",NZ40530302,CH,C,"55220",440076.815,553341.44,57.8463207142707
MH,"62047","1900",NZ39539301,CH,C,"61290",439928,553349.5,57.744
MH,"56111","2580",NZ40530301,CH,C,"54640",440042.5,553349.5,57.1468027681661
MH,,,NZ39539303,CH,C,"61310",439962.743,553351.801,58.1339967500026
MH,,,NZ40530312,CH,C,"56250",440019.039,553351.901,56.8647276470631
MH,"58823","2500",NZ39539302,CH,C,"59220",439997,553354,56.6863725490196
MH,,,NZ4053WC05,CH,W,"48050",440159.911,553500.914,44.9300959807691
MH,,,NZ39538501,CH,C,"59870",439835,553512,61.6390896381579
MH,,,NZ39527904,CH,C,"74430",439745,552977,72.50559375
MH,,,NZ39527902,CH,C,"73760",439763.629,552947.814,72.0677361874995
MH,,,NZ39527905,CH,C,"72400",439772,552994,71.70790625
MH,,,NZ39527903,CH,C,"73400",439773.561,552924.632,72.3245472083352
MH,,,NZ39527808,CH,F,"72680",439790.279,552869.001,72.7377608749988
MH,,,NZ39527806,CH,S,"72460",439791.892,552873.028,72.5907944999986
MH,,"2270",NZ39527807,CH,F,"72360",439795.942,552873.653,72.5140773124987
MH,,,NZ39528814,CH,F,"72490",439804.13,552865.302,72.6552252499992
MH,,"1090",NZ39528901,CH,C,"70530",439805,552943.5,70.986777027027
MH,,,NZ39528805,CH,S,"72660",439807.441,552857.747,72.8848877500012
MH,,,NZ39528710,CH,S,"75670",439809.528,552790.168,77.7369780000042
MH,,,NZ39528806,CH,F,"72610",439810.409,552858.898,72.7876497499985
MH,,,NZ39528709,CH,F,"76270",439812.289,552789.598,77.6877600000005
MH,,"2040",NZ39528810,CH,F,"71330",439812.872,552887.541,71.8459589375013
MH,,,NZ39528811,CH,S,"71200",439813.012,552890.558,71.7510113750014
MH,,"2270",NZ39528804,CH,S,"73630",439835.251,552835.775,73.2840452499993
MH,,"1550",NZ39528803,CH,F,"73630",439838.043,552835.463,73.2483632500004
MH,,,NZ39528802,CH,S,"74230",439839.286,552815.196,74.0376014999998
MH,,"1520",NZ39528801,CH,F,"75260",439841.803,552813.76,74.0516232499994
MH,,,NZ39528903,CH,F,"68860",439851.885,552905.64,71.1241084374997
MH,,,NZ39528904,CH,S,"68860",439854.014,552908.417,71.0592366874996
MH,,"1570",NZ39528809,CH,F,"69580",439862.162,552886.205,71.4821301875008
MH,,,NZ39528812,CH,S,"69190",439862.784,552890.018,71.4018306249992
MH,,,NZ39528808,CH,S,"70010",439875.443,552875.088,71.6587000625001
MH,,"1420",NZ39528807,CH,F,"70370",439876.089,552871.533,71.728892499999
MH,,,NZ39528905,CH,F,"68610",439882.746,552911.113,70.8945964374998
MH,,,NZ39528906,CH,S,"68610",439883.789,552913.98,70.8320256875004
MH,,"1950",NZ39529801,CH,F,"72290",439900.251,552853.524,72.196120650002
MH,,"2260",NZ39529802,CH,S,"72150",439900.287,552856.851,71.9367009999995
HC,"69280","3121",NZ39529904,CH,S,"69290",439912.324,552916.596,70.6697714999995
MH,"68980","760",NZ39529902,CH,F,"69250",439913.231,552913.756,70.7243560624988
MH,,,NZ39526702,CH,S,"82960",439664.608,552726.141,82.5803111826604
MH,,,NZ39526703,CH,F,"82710",439667.184,552726.511,82.6917499760119
MH,,"3150",NZ39526705,CH,S,"81040",439680.116,552754.086,81.7666466309947
MH,,,NZ39526701,CH,S,"83180",439680.12,552714.823,84.0333131346876
MH,,"900",NZ39526704,CH,F,"81040",439680.642,552751.543,81.9405577140248
MH,,,NZ3952P001,CH,F,"80440",439696.701,552737.122,83.6008793856104
Null,,,NZ3952A001,ATC,F,"80280",439702.324,552735.831,83.9652774667905
MH,,,NZ39527707,CH,F,"80270",439708.067,552735.599,84.2747308745351
MH,,,NZ39527708,CH,F,"80510",439715.448,552737.941,84.5200415147593
MH,,,NZ39527709,CH,F,"79980",439721.543,552741.686,84.6180684151302
Null,,,NZ39527713,ZZZ,F,"78900",439722.126,552759.723,83.60693554428
MH,,,NZ39527710,CH,F,"79720",439727.633,552746.022,84.6800058928584
MH,,,NZ39527711,CH,F,"79720",439733.141,552751.406,83.9885818724525
MH,,,NZ39527701,CH,S,"83650",439751.822,552733.023,84.9150884948945
MH,,"1720",NZ39527604,CH,S,"89660",439764.58,552670.837,89.9789689642799
MH,,"1580",NZ39527603,CH,F,"89850",439767.712,552671.035,89.8414604438747
MH,,,NZ39527605,CH,F,"90050",439770.769,552673.562,89.4988868928552
MH,,"1970",NZ39527702,CH,S,"82860",439774.35,552741.779,83.271421576531
MH,,"2330",NZ39527705,CH,S,"80770",439777.269,552760.69,81.4713543826488
MH,,,NZ39527703,CH,F,"82880",439777.276,552742.867,83.0623349132676
MH,,"1660",NZ39527704,CH,F,"80810",439780.169,552760.52,81.3755774948965
MH,,"1600",NZ39527602,CH,S,"93730",439785.802,552644.821,92.3869651796536
MH,,"1390",NZ39527601,CH,F,"93730",439788.754,552643.85,92.4062653419925
MH,,"2150",NZ39528702,CH,S,"87410",439803.143,552706.278,86.5377517548925
MH,,"1460",NZ39528701,CH,F,"88070",439804.297,552703.773,87.0465202941134
MH,,,NZ39528703,CH,S,"85900",439811.939,552722.405,85.1805901568601
MH,,"2070",NZ39528704,CH,F,"85900",439814.205,552724.971,85.0670859215676
MH,,"1790",NZ39528705,CH,S,"86810",439842.82,552730.163,86.9553322445919
MH,,,NZ39528706,CH,F,"86810",439844.373,552733.494,86.7512664437256
MH,,"1770",NZ39528707,CH,S,"88550",439875.56,552742.407,86.1518119499997
MH,,"1380",NZ39528708,CH,F,"87750",439876.589,552745.118,86.0124002249993
MH,,,NZ39536207,CH,F,"68720",439693,553233.5,70.9098541666667
MH,,,NZ39538210,CH,S,"68820",439816.5,553237.5,70.078
MH,,,NZ39538208,CH,F,"68820",439815,553238,70.057375
MH,,,NZ39536208,CH,S,"69800",439651,553239.5,70.8183541666667
MH,,,NZ39536205,CH,F,"69660",439650.5,553241.5,70.7231666666667
MH,,,NZ39536209,CH,S,"69190",439663.5,553245.5,70.4657083333333
HC,"69776","5790",NZ39537204,CH,C,"68190",439766,553248.5,69.8281875
MH,,,NZ39536206,CH,F,"69190",439664,553248.5,70.3169375
MH,,,NZ39537208,CH,S,"67880",439762.5,553254.5,69.5522083333333
MH,,,NZ39538209,CH,S,"67680",439811.5,553255,68.976125
MH,,,NZ39538207,CH,F,"67640",439808.5,553257.5,68.837
MH,,,NZ39537213,CH,F,"68050",439706.5,553263,69.4058125
MH,,,NZ39537214,CH,S,"67960",439710,553263.5,69.3646458333333
MH,,,NZ39538204,CH,F,"66750",439830.106,553265.832,68.1204889999963
MH,,,NZ39536203,CH,S,"73910",439603,553266,76.8311527777778
MH,,,NZ39536201,CH,F,"73910",439601.5,553268.5,77.1325833333333
MH,,,NZ39538203,CH,S,"66750",439832,553269.5,67.866
MH,,,NZ39536204,CH,S,"68840",439680.5,553274.5,68.9692916666667
MH,,,NZ39537215,CH,S,"68120",439705.5,553275,68.8251041666667
MH,,,NZ39536202,CH,F,"68850",439682.5,553276,68.8865208333333
MH,,,NZ39537212,CH,F,"68460",439703.5,553277,68.7371041666667
MH,"67930","4200",NZ39537203,CH,C,"66370",439797,553279.5,67.566375
MH,,"3334",NZ39537206,CH,F,"66070",439796.5,553281.5,67.4465
MH,,,NZ39538205,CH,F,"65980",439826,553282.5,67.06575
MH,,,NZ39538202,CH,S,"65980",439829,553283,67.009125
MH,,,NZ39537207,CH,S,"65780",439795.5,553285.5,67.20675
MH,"66691","3630",NZ39538201,CH,C,"65690",439825.5,553288,66.710875
MH,,,NZ39537216,CH,S,"67330",439719.5,553289,68.0749375
MH,,,NZ39537211,CH,F,"67460",439718,553291,67.9845416666667
MH,,,NZ39537202,CH,S,"65019.99999999999",439762.704,553294.825,67.2952087500025
MH,,"2650",NZ39536003,CH,C,"78060",439636,553027.5,75.39828125
MH,,,NZ39536005,CH,C,"75990",439608.5,553049,76.104
MH,,,NZ39536006,CH,C,"74580",439680.5,553050.5,74.097375
MH,,,NZ39537003,CH,C,"72970",439730.5,553056.5,72.69025
MH,,,NZ39536007,CH,C,"73870",439695.5,553059.5,73.6554375
MH,,,NZ39535007,CH,C,"74730",439593.5,553077.5,76.4428125
MH,,,NZ39537002,CH,C,"71400",439776.5,553085,71.3325
MH,,,NZ39537004,CH,C,"72600",439716,553086.5,73.01103125
MH,,,NZ39536001,CH,C,"74170",439613,553087,75.87434375
MH,,,NZ39536002,CH,C,"74420",439629.5,553087.5,75.4140625
MH,,,NZ39537001,CH,C,"71440",439766.071,553098.486,71.5854700625
MH,,,NZ39537101,CH,C,"71500",439754,553112.5,71.88265625
MH,,,NZ39536103,CH,C,"73060",439650.543,553117.624,74.7459630625
MH,,,NZ39538101,CH,C,"70400",439802.5,553118.5,70.51725
MH,,,NZ39537102,CH,C,"71370",439747.5,553125,72.0290625
MH,,,NZ39536104,CH,C,"72880",439630,553134,75.27228125
MH,,,NZ39537103,CH,C,"71430",439731.5,553140,72.4328125
MH,,,NZ39536102,CH,C,"71100",439692.5,553141,73.51475
MH,,,NZ39536101,CH,C,"73200",439615,553146,75.552875
MH,,,NZ39537104,CH,C,"71110",439732.446,553156.102,72.3622213750002
MH,,,NZ39537105,CH,C,"70610",439700,553159,73.25665625
MH,,,NZ39537109,CH,C,"70600",439710.5,553168,72.939875
MH,,,NZ39537106,CH,C,"70630",439723,553170,72.58671875
MH,,"1650",NZ39536105,CH,C,"71750",439633,553174.5,74.0760625
MH,,,NZ39537107,CH,C,"70320",439737,553188.5,72.14646875
MH,,,NZ39537108,CH,C,"70110",439741,553198,72.00909375
MH,"69389","4580",NZ39537201,CH,C,"70030",439745,553203.5,71.88271875
MH,,,NZ39537210,CH,S,"69470",439787,553226,70.65271875
MH,,,NZ39537209,CH,F,"69590",439784.5,553227.5,70.718125
BT,,,NZ39537217,CH,C,"69460",439756.476,553229.104,70.8201864999974
MH,,,NZ39536210,CH,S,"68720",439694.5,553231.25,71.0124479166667
MH,,,NZ39525804,CH,C,"86900",439589.5,552865.5,85.1526190476191
MH,,,NZ39525801,CH,C,"86980",439591,552837,85.1536190476191
MH,,,NZ39525902,CH,C,"81630",439592,552968.5,80.2540208333333
MH,,,NZ39536008,CH,C,"78460",439604.5,553010,76.7382291666667
MH,,,NZ39526901,CH,C,"80340",439611.5,552986.5,77.8873333333333
MH,,,NZ39526806,CH,C,"85880",439629,552818.5,84.7434523809524
MH,,,NZ39526802,CH,C,"85720",439629,552879,83.437425
MH,,,NZ39526906,CH,C,"83950",439638.5,552916,80.8536458333333
MH,,,NZ39526803,CH,C,"85580",439643.5,552861,83.8399916666667
MH,,,NZ39526903,CH,C,"80680",439646,552975.5,76.5583125
MH,,,NZ39526706,CH,S,"84810",439646.426,552766.598,84.5521001379336
MH,,,NZ39526801,CH,C,"85630",439647.5,552851,84.388625
MH,,,NZ39526905,CH,C,"81960",439648,552929,79.5406666666667
MH,,,NZ39536004,CH,C,"79390",439649,553004,75.10134375
MH,,,NZ39526902,CH,C,"79950",439659,552984,75.214
MH,,,NZ39526904,CH,C,"80300",439665,552940,77.7904166666667
MH,,,NZ39526804,CH,C,"83780",439672,552873.5,80.4697333333333
MH,,,NZ39526907,CH,C,"79180",439688,552935,76.74875
MH,,,NZ39526805,CH,C,"83450",439688.5,552840,81.262
MH,,,NZ39526708,CH,S,"81800",439689.4,552780.988,80.6923318154987
MH,,,NZ39526707,CH,F,"81060",439690.332,552778.163,80.9034513487116
MH,,,NZ39527803,CH,S,"80900",439702.468,552800.175,80.2584375701077
MH,,"1100",NZ39527706,CH,F,"80760",439702.485,552797.26,80.4275825922497
MH,,,NZ39527802,CH,C,"77720",439724.5,552899,75.4601041666667
MH,,,NZ39527901,CH,C,"76790",439725.5,552931,74.7733958333333
MH,,,NZ39527712,CH,F,"79100",439726.578,552763.82,83.1313540714235
MH,,,NZ39527801,CH,C,"76870",439730,552891,75.0129166666667
Null,,,NZ39527714,ZZZ,F,"78760",439730.331,552767.569,82.6530505102023
Null,,,NZ39537005,ZZZ,C,"74260",439731,553000.5,72.83034375
MH,,"2280",NZ39527804,CH,F,"76940",439737.642,552825.758,77.493350999998
MH,,"2980",NZ39527805,CH,S,"76940",439738.483,552829.097,77.2201815000034
MH,,,NZ39534104,CH,C,"84090",439433.5,553106.5,82.953875
MH,,"2140",NZ39534006,CH,C,"83390",439435.5,553083,82.164859375
MH,,,NZ39534009,CH,S,"83830",439440.5,553001.5,85.2666388888889
MH,,,NZ39534007,CH,C,"83090",439443,553077.5,81.609921875
MH,,,NZ39534103,CH,C,"83000",439455.5,553143.5,82.1538841463415
MH,,,NZ39534105,CH,C,"82760",439462,553181,82.0925579268293
MH,,,NZ39534008,CH,C,"82110",439463.5,553028.5,82.9318333333333
MH,,,NZ39534201,CH,C,"82760",439463.547,553248.123,82.6996872621939
MH,,,NZ39534001,CH,C,"80950",439482.5,553061.5,80.4128888888889
MH,,,NZ39534101,CH,C,"81910",439483.5,553128.5,80.048775261324
MH,,,NZ39534102,CH,C,"81460",439492,553143.5,79.9875601045296
MH,,,NZ39524910,CH,C,"81580",439495,552970,85.0027083333333
MH,,"1380",NZ39534202,CH,C,"80070",439498.281,553231.045,80.7591517160279
MH,,,NZ39535102,CH,C,"81050",439503,553198,80.2831855400697
MH,,,NZ39535104,CH,C,"80810",439508,553161,79.7576472125436
MH,,,NZ39535002,CH,C,"79780",439514,553065,78.68828125
MH,,,NZ39535008,CH,C,"78610",439524.5,553037,79.7204375
MH,,,NZ39525904,CH,C,"79330",439535.5,552993,81.9978958333333
MH,,,NZ39525903,CH,C,"81430",439537,552974,83.1756666666667
MH,,,NZ39535001,CH,C,"78540",439538,553086,77.96303125
MH,,,NZ39535003,CH,C,"77470",439543.5,553049.5,77.9104375
MH,,,NZ39535101,CH,C,"78110",439544.5,553177,78.2802291666667
MH,,,NZ39535106,CH,C,"78220",439548.5,553103,77.62425
MH,,,NZ39535105,CH,C,"78010",439553.5,553139.5,76.1647083333333
MH,,,NZ39535009,CH,C,"78950",439564.5,553008.5,79.2299583333333
MH,,,NZ39535202,CH,S,"75960",439568.5,553275,79.3992334494774
MH,,,NZ39535005,CH,C,"75820",439571.5,553059.5,77.1041875
MH,,,NZ39535107,CH,C,"74320",439582,553198,75.359
MH,,,NZ39535006,CH,C,"75300",439582.5,553073,76.761125
MH,,,NZ39535103,CH,C,"75140",439587.5,553105.5,76.5326875
MH,,,NZ39535004,CH,C,"77390",439588.992,553021.06,76.9276841666613
MH,,"1300",NZ39525702,CH,S,"85480",439589.046,552742.745,85.5134806111124
MH,,,NZ39525701,CH,C,"89170",439520.5,552778.5,88.329375
MH,,,NZ39525805,CH,C,"87290",439583.5,552801.5,85.3320555555556
MH,,,NZ39525802,CH,C,"87270",439560,552833.5,86.1423055555556
MH,,,NZ39523805,CH,F,"95320",439394,552840,94.1511875
MH,,,NZ39523804,CH,S,"97090",439373.5,552844,95.1311875
MH,,,NZ39524805,CH,C,"88550",439492,552850.5,89.284875
MH,,,NZ39524801,CH,F,"90990",439437.072,552851.705,91.968966375001
MH,,,NZ39525803,CH,C,"87600",439552,552854,86.3482222222222
MH,,,NZ39523803,CH,F,"95040",439389,552855,94.3043125
MH,,,NZ39524806,CH,C,"88350",439487,552862.5,89.456375
MH,,,NZ39524803,CH,S,"90170",439442.5,552868.5,91.600125
MH,,,NZ39523801,CH,S,"93610",439393.402,552878.514,93.7832720555573
MH,,,NZ39523802,CH,S,"94770",439374.5,552892,93.7334930555556
MH,,,NZ39525806,CH,C,"86620",439570.5,552893.5,85.3460952380952
MH,,,NZ39524802,CH,S,"88940",439446.53,552896.381,90.8456449583294
MH,,,NZ39524804,CH,C,"87350",439474.5,552899.5,89.6460277777778
MH,,,NZ39525906,CH,C,"85900",439531.5,552905.5,87.0125
MH,,,NZ39524903,CH,S,"88580",439448.5,552907,90.1873125
MH,,,NZ39524901,CH,F,"88580",439446,552907.5,90.2515625
MH,,,NZ39523909,CH,S,"92240",439382,552918,92.0232777777778
MH,,"1950",NZ39524902,CH,F,"87850",439440.5,552929.5,89.2396388888889
MH,,,NZ39524908,CH,S,"87570",439441.5,552931.5,89.0925416666667
MH,,,NZ39524904,CH,F,"88510",439429,552932,89.5241527777778
MH,,,NZ39525905,CH,C,"85240",439580,552934,83.2729583333333
MH,,,NZ39524906,CH,S,"88190",439430,552934.5,89.3494652777778
MH,,,NZ39523901,CH,S,"92580",439363.5,552937.5,91.626875
MH,,,NZ39523907,CH,F,"92580",439362,552938.5,91.6267986111111
MH,,,NZ39524911,CH,C,"87340",439436,552941,88.770375
MH,,,NZ39525901,CH,C,"84690",439536,552944,84.9312222222222
MH,,,NZ39524909,CH,C,"85550",439457,552950.5,87.4747013888889
MH,,,NZ39533003,CH,F,"90760",439300,553072,89.3556979166667
MH,,,NZ39533001,CH,S,"90760",439301,553074,89.2245208333333
MH,,,NZ39523905,CH,S,"92290",439330,552973.5,91.6431614583333
MH,,,NZ39533006,CH,S,"88620",439342,553041.5,88.341578125
MH,,,NZ39523908,CH,F,"90840",439347,552976,90.6498541666667
MH,,,NZ39533005,CH,S,"89050",439349,553015,89.0133854166667
MH,,,NZ39533009,CH,F,"88730",439353.5,553017,88.6979114583333
MH,,,NZ39533007,CH,S,"87880",439354.5,553058,87.035578125
MH,,"1300",NZ39533004,CH,F,"87890",439354.5,553073.5,86.4270416666667
MH,,"1660",NZ39533002,CH,S,"87610",439356,553075.5,86.2695364583333
MH,,,NZ39523906,CH,S,"89960",439358,552982,89.8350729166667
MH,,,NZ39533011,CH,F,"87780",439359.5,553046,87.243421875
MH,,,NZ39523903,CH,F,"89650",439360,552980,89.80828125
MH,,,NZ39533010,CH,F,"87670",439368,553020.5,87.796984375
MH,,,NZ39523902,CH,S,"90340",439371.5,552959.5,90.1190138888889
MH,,,NZ39523904,CH,F,"88480",439378.5,552987,88.5593177083333
MH,,,NZ39533008,CH,S,"85690",439390.5,553068.5,84.72771875
MH,,,NZ39533012,CH,F,"85850",439392,553055.5,85.1591197916667
HC,,"1550",NZ39534003,CH,S,"85100",439404,553077,83.6831458333333
MH,,,NZ39534015,CH,S,"85190",439404.303,553087.523,83.9391674375005
MH,,"2250",NZ39534013,CH,F,"84850",439406.5,553075.5,83.6103958333333
MH,,"1800",NZ39534010,CH,S,"85280",439407.5,553037.5,85.0496354166667
BT,,,NZ39534014,CH,S,"84990",439409.5,553092,83.795765625
MH,,"2050",NZ39534012,CH,S,"84550",439414.5,553074,83.2480364583333
MH,,,NZ39524905,CH,F,"86390",439415,552983.5,87.1966597222222
MH,,,NZ39524907,CH,S,"86110",439416.5,552986,87.0036041666667
MH,,"3100",NZ39534004,CH,S,"84390",439417.5,553081,83.054484375
MH,,,NZ39534106,CH,C,"84540",439420,553143,84.6714237804878
MH,,"3130",NZ39534005,CH,C,"84140",439422.5,553080.25,82.7693828125
MH,,,NZ39534107,CH,C,"84460",439429,553181.5,84.443112804878
MH,,"1700",NZ39534011,CH,S,"83990",439429.5,553043.5,83.6556354166667
MH,,,NZ39530303,CH,C,"96570",439099,553364.5,96.5019921875
MH,,"1440",NZ39531401,CH,S,"96140",439108.5,553459.5,94.9705625
MH,,,NZ39531404,CH,S,"96150",439112.955,553460.806,95.0367499062506
MH,,,NZ39531302,CH,C,"97080",439116.5,553376.5,96.6395
MH,,,NZ39531403,CH,C,"97020",439129,553415.5,96.147171875
Null,,,NZ39531305,J,C,"97500",439134.593,553389.86,96.7363204531251
MH,,,NZ39531301,CH,C,"97600",439135,553388,96.7792109375
MH,,,NZ39531406,CH,S,"96560",439142.567,553469.49,95.4766372812498
MH,,,NZ39531405,CH,F,"96560",439144.397,553468.492,95.5305827187505
MH,,"1030",NZ39531303,CH,S,"97840",439151.5,553318,96.84828125
MH,,"1490",NZ39531304,CH,S,"97880",439168.5,553323,97.120953125
MH,,,NZ39532401,CH,C,"97790",439201.5,553422.5,96.83795
MH,,"1010",NZ39532304,CH,S,"97990",439254.157,553340.049,98.7619295500001
MH,,,NZ39532301,CH,S,"97770",439268.5,553365.5,98.3302
MH,,,NZ39532306,CH,F,"96760",439270,553309.5,97.1101920731707
MH,,,NZ39532305,CH,F,"97200",439270.349,553342.062,98.2214132857154
MH,,"1680",NZ39532303,CH,S,"96760",439272.5,553309,96.9271829268293
MH,,"1010",NZ39532302,CH,S,"97270",439272.8,553345.038,98.1511753571426
MH,,,NZ39520903,CH,F,"100320",439034,552967,101.075723214286
MH,,,NZ39520902,CH,F,"99680",439033.5,552989.5,100.490035714286
MH,,,NZ39530003,CH,F,"97960",439081.5,553012,99.2305446428571
MH,,"1650",NZ39530002,CH,S,"98050",439079.5,553013,99.2319910714286
MH,,,NZ39531005,CH,F,"94910",439167,553070,96.4375
MH,,"3280",NZ39532002,CH,F,"93790",439250,553071.5,92.008140625
MH,,,NZ39531004,CH,S,"94910",439168.5,553072.5,96.2603645833333
MH,,,NZ39532001,CH,S,"93790",439250,553073.5,91.9296197916667
MH,,,NZ39531003,CH,F,"94750",439139,553081.5,96.180984375
MH,,"2020",NZ39531002,CH,S,"94750",439136.5,553082,96.16003125
MH,,,NZ39530001,CH,F,"94750",439071.726,553098.267,95.6268737500002
MH,,"4830",NZ39531001,CH,F,"95610",439163.5,553099,96.457984375
MH,,"4610",NZ39531111,CH,S,"95650",439166,553100.5,96.530484375
MH,,"2820",NZ39530108,CH,S,"94510",439071,553101,95.628390625
MH,,"2960",NZ39531115,CH,S,"94020",439122.5,553102,96.090546875
MH,,,NZ39531104,CH,F,"94070",439125,553102.5,96.1133984375
MH,,,NZ39530103,CH,F,"94000",439088.92,553110.777,95.8178305624999
MH,,"3900",NZ39531102,CH,F,"95590",439137.5,553120,96.2628125
MH,,"4000",NZ39531114,CH,S,"95590",439139,553121.5,96.2793359375
MH,,"4300",NZ39531103,CH,F,"94270",439113.5,553126,96.06875
MH,,,NZ39531118,CH,F,"94000",439105.965,553126.177,96.0038222656253
MH,,"2660",NZ39531110,CH,S,"95630",439141.883,553126.49,96.3160322656247
MH,,"3850",NZ39531113,CH,S,"94000",439108.296,553127.862,96.0279856249997
MH,,,NZ39531112,CH,S,"95620",439132.5,553136,96.256953125
MH,,,NZ39531105,CH,F,"95600",439129.5,553137,96.23328125
MH,,,NZ39531107,CH,F,"95690",439152.792,553141.627,96.4461110937501
MH,,,NZ39531106,CH,F,"95790",439180.898,553143.57,97.0425213749998
MH,,"2870",NZ39531109,CH,S,"95690",439153.366,553144.599,96.4580543749999
MH,,"2650",NZ39531108,CH,S,"95780",439184.385,553145.227,97.1426243750002
MH,,,NZ39531117,CH,F,"95640",439113.527,553154.639,96.1361067968749
MH,,"1680",NZ39530111,CH,S,"96030",439095.914,553177.536,96.0370339062498
MH,,"1290",NZ39530110,CH,S,"96100",439080.415,553191.896,95.9362847656247
MH,,,NZ39530109,CH,F,"96100",439077.466,553194.462,95.9167254687503
MH,,,NZ39532101,CH,F,"96120",439217,553199.5,97.059671875
MH,,"4660",NZ39532207,CH,S,"96160",439222.904,553204.107,96.8828242812499
MH,,"1440",NZ39531209,CH,S,"96300",439135,553232.5,96.5048046875
MH,,"1260",NZ39530208,CH,S,"96270",439082.03,553238.773,96.0601578125003
MH,,"4110",NZ39532206,CH,S,"96430",439237.698,553240.435,97.160745468753
MH,,,NZ39530211,CH,F,"96300",439080.5,553242.5,96.055625
MH,,,NZ39532203,CH,F,"96430",439236,553244,97.353875
MH,,,NZ39531204,CH,S,"96330",439111,553249.5,96.3365234375
MH,,"1270",NZ39530207,CH,S,"96210",439089.5,553250,96.15125
MH,,,NZ39531208,CH,F,"96360",439111,553251.5,96.3412109375
MH,,,NZ39530210,CH,F,"96350",439090,553253.5,96.1637890625
MH,,"1630",NZ39531203,CH,S,"96390",439133,553253.5,96.5366796875
MH,,,NZ39531207,CH,F,"96410",439133,553256.5,96.5437109375
MH,,"3230",NZ39531202,CH,S,"96490",439182,553259.5,97.344640625
MH,,,NZ39531206,CH,F,"96510",439180.5,553261,97.306765625
MH,,"3600",NZ39532205,CH,S,"96610",439235.5,553265.5,98.00571875
MH,,,NZ39532202,CH,F,"96610",439232.5,553266,98.178234375
MH,,,NZ39530209,CH,F,"96140",439083.5,553275.5,96.158984375
MH,,"2760",NZ39531201,CH,S,"96590",439185,553276.5,97.467265625
MH,,,NZ39531205,CH,F,"96590",439183,553277,97.41325
MH,,"2430",NZ39532204,CH,S,"96690",439255.5,553278.5,97.3308125
MH,,,NZ39532201,CH,F,"96720",439254,553280.5,97.467984375
MH,,"1380",NZ39530205,CH,S,"96510",439096.5,553285.5,96.29515625
Null,,,NZ41522704,J,C,"35220",441282,552779,36.3446115384615
Null,,,NZ41522807,J,C,"34870",441282.832,552800.873,35.8553927461536
MH,,"580",NZ41522614,CH,C,"35830",441284,552669,37.6381488347458
MH,,,NZ41522602,CH,C,"34920",441284,552687,37.4783320974576
